Name,cr_numeric,actual_hp,predicted_hp,hp_delta,hp_delta_pct,hp_delta_pct_percentile,hp_baseline,ac_baseline,attack_baseline,dpr_baseline,dc_baseline,highest_attack_bonus,highest_save_dc,estimated_dpr,feature_dpr,legendary_dpr,total_dpr,feature_ac,total_ac,feature_attack,total_attack,feature_hp,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,hp_after_phase2,hp_after_resist_immun_penalty,residual_hp,has_legendary_resistance_scaled,has_regeneration_scaled,has_flying,save_proficiency_count,resistance_count,immunity_count,vulnerability_count,legendary_action_count,legendary_actions_per_round,has_spellcasting,size_ordinal,size_ordinal_baseline,size_ordinal_deviation,feature_aggressive,feature_ambusher,feature_amorphous,feature_amphibious,feature_angelic_weapons,feature_antimagic_susceptibility,feature_avoidance,feature_blind_senses,feature_blood_frenzy,feature_breath_weapon,feature_brute,feature_charge,feature_charm,feature_constrict,feature_damage_absorption,feature_damage_transfer,feature_death_burst,feature_devils_sight,feature_dive_attack,feature_echolocation,feature_elemental_body,feature_enlarge,feature_etherealness,feature_false_appearance,feature_fey_ancestry,feature_fiendish_blessing,feature_flyby,feature_frightful_presence,feature_grapple,feature_grappler,feature_hold_breath,feature_horrifying_visage,feature_illumination,feature_immutable_form,feature_incorporeal_movement,feature_innate_spellcasting,feature_invisibility,feature_keen_senses,feature_labyrinthine_recall,feature_leadership,feature_legendary_resistance,feature_life_drain,feature_light_sensitivity,feature_magic_resistance,feature_magic_weapons,feature_martial_advantage,feature_mimicry,feature_nightmare_haunting,feature_nimble_escape,feature_otherworldly_perception,feature_pack_tactics,feature_parry,feature_possession,feature_pounce,feature_prone,feature_psychic_defense,feature_rampage,feature_read_thoughts,feature_reckless,feature_redirect_attack,feature_reel,feature_regeneration,feature_rejuvenation,feature_relentless,feature_shadow_stealth,feature_shapechange,feature_siege_monster,feature_slippery,feature_sneak_attack,feature_spell_immunity,feature_spellcasting,feature_spider_climb,feature_standing_leap,feature_steadfast,feature_stench,feature_sunlight_sensitivity,feature_superior_invisibility,feature_sure_footed,feature_surprise_attack,feature_swallow,feature_teleport,feature_terrain_camouflage,feature_threatening_reach,feature_tunneler,feature_turn_immunity,feature_turn_resistance,feature_two_heads,feature_web,feature_web_sense,feature_web_walker,feature_wounded_fury,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,cr_tier,Type,Size,Challenge_Rating,HP,AC,ac_value,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,has_grapple
Flying Sword,0.25,17,7.04035658227351,-9.95964341772649,-58.58613775133229,62.83185840707964,19.5,11.0,3.0,5.0,11.0,3.0,0,5.5,0.0,0,5.5,0,17,0,3.0,0.0,6.0,0.0,0.5,0.0,10.125,7.59375,9.40625,0.0,0.0,1,1,0,2,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,construct,Small,1/4,17 (5d6),17 (Natural Armor),17,0,0,0,0,0
Panther,0.25,13,10.0,-3.0,-23.076923076923077,30.08849557522124,19.5,11.0,3.0,5.0,11.0,4.0,12,5.5,1.8333333333333333,0,7.333333333333333,0,12,0,4.0,0.0,1.0,1.0,2.333333333333333,1.0,10.0,10.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/4,13 (3d8),12,12,0,0,0,1,0
Pseudodragon,0.25,7,10.76821316454702,3.7682131645470207,53.831616636386016,60.17699115044248,19.5,11.0,3.0,5.0,11.0,4.0,11,4.5,0.0,0,4.5,2,15,0,4.0,0.0,4.0,1.0,-0.5,0.0,11.875,11.875,-4.875,0.0,0.0,1,0,0,0,0,0,0,0,0,2.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cr1,dragon,Tiny,1/4,7 (2d4+2),13,13,0,0,0,0,0
Giant Poisonous Snake,0.25,11,0.0,-11.0,-100.0,75.22123893805309,19.5,11.0,3.0,5.0,11.0,6.0,11,17.0,0.0,0,17.0,0,14,0,6.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/4,11 (2d8+2),14,14,0,0,0,0,0
Giant Wolf Spider,0.25,11,5.700848252154467,-5.299151747845533,-48.17410679859576,53.09734513274337,19.5,11.0,3.0,5.0,11.0,3.0,11,11.5,0.0,0,11.5,0,13,0,3.0,0.0,2.0,0.0,6.5,0.0,11.625,11.625,-0.625,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,cr1,beast,Medium,1/4,11 (2d8+2),13,13,0,0,0,0,0
Zombie,0.25,22,18.28125,-3.71875,-16.90340909090909,24.778761061946902,19.5,11.0,3.0,5.0,11.0,3.0,0,4.5,0.0,0,4.5,0,8,0,3.0,0.0,-3.0,0.0,-0.5,0.0,24.375,18.28125,3.71875,0.0,0.0,0,1,0,1,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,undead,Medium,1/4,22 (3d8+9),8,8,0,0,0,0,0
Steam Mephit,0.25,21,12.673038642942995,-8.326961357057005,-39.65219693836669,46.902654867256636,19.5,11.0,3.0,5.0,11.0,2.0,10,5.0,3.6666666666666665,0,8.666666666666666,2,12,0,2.0,0.0,1.0,-1.0,3.666666666666666,-1.0,20.25,15.1875,5.8125,0.0,0.0,1,0,0,2,0,0,0,1,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,elemental,Small,1/4,21 (6d6),10,10,1,1,0,0,0
Swarm of Rats,0.25,24,16.125,-7.875,-32.8125,37.16814159292036,19.5,11.0,3.0,5.0,11.0,2.0,0,7.0,0.0,0,7.0,0,10,0,2.0,0.0,-1.0,-1.0,2.0,0.0,21.5,16.125,7.875,0.0,0.0,0,0,3,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/4,24 (7d8-7),10,10,0,0,0,0,0
Swarm of Bats,0.25,22,12.0,-10.0,-45.45454545454545,50.442477876106196,19.5,11.0,3.0,5.0,11.0,4.0,0,5.0,0.0,0,5.0,0,12,0,4.0,0.0,1.0,1.0,0.0,0.0,16.0,12.0,10.0,0.0,0.0,1,0,3,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/4,22 (5d8),12,12,0,0,0,0,0
Constrictor Snake,0.25,13,3.4283934177264896,-9.57160658227351,-73.62774294056547,65.48672566371681,19.5,11.0,3.0,5.0,11.0,4.0,14,6.5,0.0,0,6.5,1,13,0,4.0,0.0,2.0,1.0,1.5,3.0,2.875,2.875,10.125,0.0,0.0,0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cr1,beast,Large,1/4,13 (2d10+2),12,12,0,0,0,0,1
Blink Dog,0.25,22,16.875,-5.125,-23.295454545454543,30.973451327433626,19.5,11.0,3.0,5.0,11.0,3.0,0,4.5,0.0,0,4.5,0,13,0,3.0,0.0,2.0,0.0,-0.5,0.0,16.875,16.875,5.125,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,fey,Medium,1/4,22 (4d8+4),13,13,0,0,0,0,0
Boar,0.25,11,19.125,8.125,73.86363636363636,66.3716814159292,19.5,11.0,3.0,5.0,11.0,3.0,11,4.5,0.0,0,4.5,0,11,0,3.0,0.0,0.0,0.0,-0.5,0.0,19.125,19.125,-8.125,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/4,11 (2d8+2),11 (Natural Armor),11,0,0,0,1,0
Swarm of Ravens,0.25,24,10.875,-13.125,-54.6875,61.06194690265486,19.5,11.0,3.0,5.0,11.0,4.0,0,7.0,0.0,0,7.0,0,12,0,4.0,0.0,1.0,1.0,2.0,0.0,14.5,10.875,13.125,0.0,0.0,1,0,3,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/4,24 (7d8-7),12,12,0,0,0,0,0
Skeleton,0.25,13,10.63843790722918,-2.3615620927708196,-18.16586225208323,26.548672566371685,19.5,11.0,3.0,5.0,11.0,4.0,0,5.5,0.0,0,5.5,0,13,0,4.0,0.0,2.0,1.0,0.5,0.0,14.125,10.59375,2.40625,0.0,0.0,0,0,0,1,1,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,undead,Medium,1/4,13 (2d8+4),13 (Armor Scraps),13,0,0,0,0,0
Giant Owl,0.25,19,16.30339341772649,-2.6966065822735104,-14.192666222492159,18.58407079646018,19.5,11.0,3.0,5.0,11.0,3.0,0,8.0,0.0,0,8.0,0,12,0,3.0,0.0,1.0,0.0,3.0,0.0,15.75,15.75,3.25,0.0,0.0,1,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/4,19 (3d10+3),12,12,0,0,0,0,0
Giant Lizard,0.25,19,15.42839341772649,-3.5716065822735104,-18.797929380386897,27.43362831858407,19.5,11.0,3.0,5.0,11.0,4.0,0,6.5,0.0,0,6.5,0,12,0,4.0,0.0,1.0,1.0,1.5,0.0,14.875,14.875,4.125,0.0,0.0,0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/4,19 (3d10+3),12 (Natural Armor),12,0,0,0,0,0
Elk,0.25,13,7.55339341772649,-5.44660658227351,-41.89697370979623,48.67256637168141,19.5,11.0,3.0,5.0,11.0,5.0,13,8.0,0.0,0,8.0,0,10,0,5.0,0.0,-1.0,2.0,3.0,2.0,7.0,7.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/4,13 (2d10+2),10,10,0,0,0,1,0
Giant Bat,0.25,22,14.67839341772649,-7.32160658227351,-33.28002991942505,38.05309734513274,19.5,11.0,3.0,5.0,11.0,4.0,0,5.5,0.0,0,5.5,0,13,0,4.0,0.0,2.0,1.0,0.5,0.0,14.125,14.125,7.875,0.0,0.0,1,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cr1,beast,Large,1/4,22 (4d10),13,13,0,0,0,0,0
Giant Badger,0.25,13,16.875,3.875,29.807692307692307,33.6283185840708,19.5,11.0,3.0,5.0,11.0,3.0,0,10.5,0.0,0,10.5,0,10,0,3.0,0.0,-1.0,0.0,5.5,0.0,16.875,16.875,-3.875,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/4,13 (2d8+4),10,10,0,0,0,0,0
Giant Centipede,0.25,4,0.5224548344279771,-3.477545165572023,-86.93862913930057,71.68141592920354,19.5,11.0,3.0,5.0,11.0,4.0,11,15.0,0.0,0,15.0,0,13,0,4.0,0.0,2.0,1.0,10.0,0.0,7.0,7.0,-3.0,0.0,0.0,0,0,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,cr1,beast,Small,1/4,4 (1d6+1),13 (Natural Armor),13,0,0,0,0,0
Goblin,0.25,7,-1.2721434177264899,-8.27214341772649,-118.17347739609272,82.30088495575221,19.5,11.0,3.0,5.0,11.0,4.0,0,5.5,0.0,0,5.5,4,19,4,8.0,0.0,8.0,5.0,0.5,0.0,-2.875,-0.71875,7.71875,-0.0,-0.0,0,0,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (goblinoid),Small,1/4,7 (2d6),"15 (Leather Armor, Shield)",15,0,0,0,0,0
Satyr,0.5,31,26.125,-4.875,-15.725806451612904,23.893805309734514,33.0,12.0,4.0,8.0,12.0,5.0,0,6.5,0.0,0,6.5,2,16,0,5.0,0.0,4.0,1.0,-1.5,0.0,26.125,26.125,4.875,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,fey,Medium,1/2,31 (7d8),14 (Leather Armor),14,0,0,0,0,0
Sahuagin,0.5,22,27.75,5.75,26.136363636363637,31.858407079646017,33.0,12.0,4.0,8.0,12.0,3.0,0,7.0,0.0,0,7.0,0,12,4,7.0,0.0,0.0,3.0,-1.0,0.0,27.75,27.75,-5.75,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (sahuagin),Medium,1/2,22 (4d8+4),12 (Natural Armor),12,0,0,0,0,0
Swarm of Centipedes,0.5,22,19.200848252154465,-2.799151747845535,-12.723417035661521,17.699115044247787,33.0,12.0,4.0,8.0,12.0,3.0,0,10.0,0.0,0,10.0,0,12,0,3.0,0.0,0.0,-1.0,2.0,0.0,33.5,25.125,-3.125,0.0,0.0,0,0,3,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,cr1,swarm of tiny beasts,Medium,1/2,22 (5d8),12 (Natural Armor),12,0,0,0,0,0
Swarm of Wasps,0.5,22,25.125,3.125,14.204545454545455,20.79646017699115,33.0,12.0,4.0,8.0,12.0,3.0,0,10.0,0.0,0,10.0,0,12,0,3.0,0.0,0.0,-1.0,2.0,0.0,33.5,25.125,-3.125,0.0,0.0,1,0,3,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/2,22 (5d8),12 (Natural Armor),12,0,0,0,0,0
Orc,0.5,15,26.875,11.875,79.16666666666666,69.91150442477876,33.0,12.0,4.0,8.0,12.0,5.0,0,9.5,2.0,0,11.5,0,13,0,5.0,0.0,1.0,1.0,3.5,0.0,26.875,26.875,-11.875,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (orc),Medium,1/2,15 (2d8+6),13 (Hide Armor),13,0,0,0,0,0
Hobgoblin,0.5,11,22.625,11.625,105.68181818181819,78.76106194690266,33.0,12.0,4.0,8.0,12.0,3.0,0,5.5,7.0,0,12.5,0,18,0,3.0,0.0,6.0,-1.0,4.5,0.0,22.625,22.625,-11.625,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,humanoid (goblinoid),Medium,1/2,11 (2d8+2),"18 (Chain Mail, Shield)",18,0,0,0,0,0
Rust Monster,0.5,27,37.375,10.375,38.425925925925924,45.13274336283185,33.0,12.0,4.0,8.0,12.0,3.0,11,5.5,0.0,0,5.5,0,14,0,3.0,0.0,2.0,-1.0,-2.5,-1.0,37.375,37.375,-10.375,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,monstrosity,Medium,1/2,27 (5d8+5),14 (Natural Armor),14,0,0,0,0,0
Reef Shark,0.5,22,32.125,10.125,46.02272727272727,51.32743362831859,33.0,12.0,4.0,8.0,12.0,4.0,0,6.5,0.0,0,6.5,0,12,1,5.0,0.0,0.0,1.0,-1.5,0.0,32.125,32.125,-10.125,0.0,0.0,0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,beast,Medium,1/2,22 (4d8+4),12 (Natural Armor),12,0,0,0,0,0
Giant Sea Horse,0.5,16,39.42839341772649,23.42839341772649,146.42745886079055,85.84070796460178,33.0,12.0,4.0,8.0,12.0,3.0,11,4.5,0.0,0,4.5,0,13,0,3.0,0.0,1.0,-1.0,-3.5,-1.0,38.875,38.875,-22.875,0.0,0.0,0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/2,16 (3d10),13 (Natural Armor),13,0,0,0,1,0
Giant Wasp,0.5,13,24.575848252154465,11.575848252154465,89.04498655503434,74.33628318584071,33.0,12.0,4.0,8.0,12.0,4.0,11,16.0,0.0,0,16.0,0,12,0,4.0,0.0,0.0,0.0,8.0,-1.0,30.5,30.5,-17.5,0.0,0.0,1,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,cr1,beast,Medium,1/2,13 (3d8),12,12,0,0,0,0,0
